order_id,product_id,category,customer_id,order_time,quantity,gross_item_revenue,item_cost,share_of_order_subtotal,allocated_discount,allocated_net_revenue,net_item_profit,net_item_margin
45,770,Fashion,16286,2023-09-09 07:47:52,1,39.58,23.30,1.000000,1.98000000,37.60000000,14.30000000,0.380319148936
46,433,Beauty,2068,2025-01-28 09:22:19,1,94.68,60.67,0.294981,4.73444247,89.94555753,29.27555753,0.325480861245
46,797,Fashion,2068,2025-01-28 09:22:19,1,65.59,46.72,0.204349,3.27980652,62.31019348,15.59019348,0.250202938063
46,830,Fashion,2068,2025-01-28 09:22:19,1,160.70,122.43,0.500670,8.03575100,152.66424900,30.23424900,0.198044068589
47,501,Beauty,3540,2024-07-19 20:06:32,1,46.78,32.44,1.000000,2.34000000,44.44000000,12.00000000,0.270027002700
48,335,Home & Kitchen,2303,2021-11-26 01:36:27,1,24.77,12.57,0.466918,2.47933459,22.29066541,9.72066541,0.436086820703
48,972,Books,2303,2021-11-26 01:36:27,4,28.28,17.40,0.533082,2.83066541,25.44933459,8.04933459,0.316288607136
49,501,Beauty,14378,2020-01-17 11:06:48,1,46.78,32.44,1.000000,7.02000000,39.76000000,7.32000000,0.184104627767
50,535,Sports,1398,2020-04-26 21:52:52,1,83.10,55.62,1.000000,16.62000000,66.48000000,10.86000000,0.163357400722
51,754,Fashion,3240,2022-03-09 15:25:28,1,40.34,29.67,0.450676,2.01902804,38.32097196,8.65097196,0.225750327237
51,913,Books,3240,2022-03-09 15:25:28,1,49.17,37.48,0.549324,2.46097196,46.70902804,9.22902804,0.197585529549
52,198,Home & Kitchen,19199,2020-08-26 13:03:52,1,138.99,111.04,0.556182,13.89900000,125.09100000,14.05100000,0.112326226507
52,277,Home & Kitchen,19199,2020-08-26 13:03:52,1,51.20,30.94,0.204882,5.12000000,46.08000000,15.14000000,0.328559027778
52,458,Beauty,19199,2020-08-26 13:03:52,1,8.28,5.65,0.033133,0.82800000,7.45200000,1.80200000,0.241814278046
52,466,Beauty,19199,2020-08-26 13:03:52,1,51.43,33.49,0.205802,5.14300000,46.28700000,12.79700000,0.276470715320
53,753,Fashion,1233,2020-08-30 23:30:03,1,43.66,30.19,0.825175,8.73034965,34.92965035,4.73965035,0.135691319624
53,1101,Toys,1233,2020-08-30 23:30:03,1,9.25,5.40,0.174825,1.84965035,7.40034965,2.00034965,0.270304748371
54,177,Home & Kitchen,12908,2022-07-31 06:30:51,1,67.39,38.92,0.272041,0.00000000,67.39000000,28.47000000,0.422466241282
54,259,Home & Kitchen,12908,2022-07-31 06:30:51,1,180.33,109.08,0.727959,0.00000000,180.33000000,71.25000000,0.395108966894
55,1084,Toys,4933,2020-10-12 06:32:03,1,19.89,15.42,1.000000,2.98000000,16.91000000,1.49000000,0.088113542283
56,811,Fashion,15900,2023-10-20 21:27:35,1,111.38,78.73,0.958850,22.27408230,89.10591770,10.37591770,0.116444765598
56,900,Books,15900,2023-10-20 21:27:35,1,4.78,3.11,0.041150,0.95591770,3.82408230,0.71408230,0.186732984277
57,356,Beauty,16181,2020-04-15 13:01:50,1,70.59,41.81,0.613666,14.12045466,56.46954534,14.65954534,0.259600909689
57,748,Fashion,16181,2020-04-15 13:01:50,1,44.44,29.46,0.386334,8.88954534,35.55045466,6.09045466,0.171318615141
58,489,Beauty,1727,2021-09-05 10:05:55,1,81.98,65.26,1.000000,8.20000000,73.78000000,8.52000000,0.115478449444
59,1007,Books,10778,2023-06-22 05:38:53,1,16.16,9.55,0.182434,0.00000000,16.16000000,6.61000000,0.409034653465
59,1016,Books,10778,2023-06-22 05:38:53,1,8.31,4.56,0.093814,0.00000000,8.31000000,3.75000000,0.451263537906
59,1118,Toys,10778,2023-06-22 05:38:53,1,64.11,45.12,0.723753,0.00000000,64.11000000,18.99000000,0.296209639682
60,284,Home & Kitchen,8099,2024-08-23 09:05:28,3,477.15,326.58,0.840749,0.00000000,477.15000000,150.57000000,0.315561144294
60,458,Beauty,8099,2024-08-23 09:05:28,1,8.28,5.65,0.014590,0.00000000,8.28000000,2.63000000,0.317632850242
60,892,Books,8099,2024-08-23 09:05:28,1,43.01,31.00,0.075785,0.00000000,43.01000000,12.01000000,0.279237386654
60,1009,Books,8099,2024-08-23 09:05:28,1,39.09,28.52,0.068877,0.00000000,39.09000000,10.57000000,0.270401637247
61,233,Home & Kitchen,9416,2022-06-02 19:34:55,1,35.74,25.54,1.000000,0.00000000,35.74000000,10.20000000,0.285394515949
62,774,Fashion,17593,2022-12-07 09:25:05,1,195.08,153.83,0.763343,9.75552669,185.32447331,31.49447331,0.169942332750
62,825,Fashion,17593,2022-12-07 09:25:05,1,60.48,39.31,0.236657,3.02447331,57.45552669,18.14552669,0.315818646793
63,977,Books,9297,2024-02-17 20:01:01,1,20.57,13.15,1.000000,4.11000000,16.46000000,3.31000000,0.201093560146
64,579,Sports,4821,2024-09-20 15:10:28,1,43.27,30.91,1.000000,8.65000000,34.62000000,3.71000000,0.107163489313
65,732,Fashion,19024,2025-01-28 11:11:04,1,34.22,24.37,1.000000,1.71000000,32.51000000,8.14000000,0.250384497078
66,269,Home & Kitchen,9816,2021-05-12 13:28:09,1,145.96,88.62,0.880232,0.00000000,145.96000000,57.34000000,0.392847355440
66,288,Home & Kitchen,9816,2021-05-12 13:28:09,1,19.86,13.28,0.119768,0.00000000,19.86000000,6.58000000,0.331319234642
67,10,Electronics,16898,2024-12-03 08:46:58,1,85.54,61.04,1.000000,0.00000000,85.54000000,24.50000000,0.286415711948
68,907,Books,11703,2024-05-23 05:14:40,1,48.61,36.75,0.497136,4.86199427,43.74800573,6.99800573,0.159961708271
68,913,Books,11703,2024-05-23 05:14:40,1,49.17,37.48,0.502864,4.91800573,44.25199427,6.77199427,0.153032521623
69,363,Beauty,18014,2025-08-23 16:11:37,1,107.50,55.88,0.799792,0.00000000,107.50000000,51.62000000,0.480186046512
69,369,Beauty,18014,2025-08-23 16:11:37,1,7.41,4.28,0.055130,0.00000000,7.41000000,3.13000000,0.422402159244
69,392,Beauty,18014,2025-08-23 16:11:37,1,19.50,12.45,0.145078,0.00000000,19.50000000,7.05000000,0.361538461538
70,849,Fashion,6404,2022-08-25 00:13:55,3,163.23,84.39,1.000000,0.00000000,163.23000000,78.84000000,0.482999448631
71,802,Fashion,17829,2023-06-23 02:54:15,1,79.62,57.42,1.000000,15.92000000,63.70000000,6.28000000,0.098587127159
72,961,Books,12725,2022-06-25 11:03:07,1,27.05,20.22,1.000000,5.41000000,21.64000000,1.42000000,0.065619223660
73,337,Home & Kitchen,18250,2020-07-16 04:49:38,1,157.03,109.46,0.889134,0.00000000,157.03000000,47.57000000,0.302935744762
73,741,Fashion,18250,2020-07-16 04:49:38,1,19.58,11.44,0.110866,0.00000000,19.58000000,8.14000000,0.415730337079
74,1016,Books,6338,2021-04-01 23:07:05,2,16.62,9.12,0.425826,0.00000000,16.62000000,7.50000000,0.451263537906
74,1018,Books,6338,2021-04-01 23:07:05,1,22.41,15.89,0.574174,0.00000000,22.41000000,6.52000000,0.290941543954
75,1014,Books,1865,2023-04-19 22:29:21,2,16.30,12.22,0.031104,3.26000000,13.04000000,0.82000000,0.062883435583
75,1053,Toys,1865,2023-04-19 22:29:21,4,197.92,132.32,0.377674,39.58400000,158.33600000,26.01600000,0.164308811641
75,1163,Toys,1865,2023-04-19 22:29:21,1,73.63,55.78,0.140502,14.72600000,58.90400000,3.12400000,0.053035447508
75,1171,Toys,1865,2023-04-19 22:29:21,4,236.20,151.36,0.450720,47.24000000,188.96000000,37.60000000,0.198983911939
76,822,Fashion,554,2024-10-28 07:39:52,3,357.60,214.62,0.668436,17.88066844,339.71933156,125.09933156,0.368243193537
76,856,Books,554,2024-10-28 07:39:52,1,40.42,21.27,0.075554,2.02107555,38.39892445,17.12892445,0.446078235142
76,932,Books,554,2024-10-28 07:39:52,3,60.33,33.87,0.112771,3.01661277,57.31338723,23.44338723,0.409038592256
76,1136,Toys,554,2024-10-28 07:39:52,1,76.63,44.61,0.143239,3.83164324,72.79835676,28.18835676,0.387211442875
77,454,Beauty,16448,2020-10-23 10:02:49,1,104.23,52.32,0.172781,5.21106805,99.01893195,46.69893195,0.471616195311
77,746,Fashion,16448,2020-10-23 10:02:49,3,437.07,347.07,0.724525,21.85168869,415.21831131,68.14831131,0.164126459392
77,866,Books,16448,2020-10-23 10:02:49,1,25.45,12.97,0.042188,1.27239453,24.17760547,11.20760547,0.463553162198
77,921,Books,16448,2020-10-23 10:02:49,2,36.50,25.32,0.060506,1.82484874,34.67515126,9.35515126,0.269794100965
78,365,Beauty,7140,2020-08-01 05:56:47,1,17.88,9.12,0.495703,0.00000000,17.88000000,8.76000000,0.489932885906
78,1049,Toys,7140,2020-08-01 05:56:47,1,18.19,11.20,0.504297,0.00000000,18.19000000,6.99000000,0.384277075316
79,60,Electronics,8567,2021-02-19 19:25:54,4,317.80,249.12,1.000000,0.00000000,317.80000000,68.68000000,0.216110761485
80,973,Books,5958,2025-05-29 07:21:42,1,29.12,19.02,1.000000,0.00000000,29.12000000,10.10000000,0.346840659341
81,300,Home & Kitchen,1780,2020-11-03 00:53:28,4,116.76,84.72,1.000000,0.00000000,116.76000000,32.04000000,0.274409044193
82,377,Beauty,18691,2020-02-04 02:35:56,3,16.50,10.68,0.418145,1.65167258,14.84832742,4.16832742,0.280727067911
82,994,Books,18691,2020-02-04 02:35:56,1,22.96,17.46,0.581855,2.29832742,20.66167258,3.20167258,0.154957086248
83,1119,Toys,18482,2020-05-27 09:48:30,1,17.19,12.06,1.000000,0.86000000,16.33000000,4.27000000,0.261481935089
84,563,Sports,19039,2023-12-31 15:13:43,1,50.15,34.70,1.000000,2.51000000,47.64000000,12.94000000,0.271620486986
85,468,Beauty,12939,2025-04-28 10:04:16,1,43.05,25.62,1.000000,0.00000000,43.05000000,17.43000000,0.404878048780
86,200,Home & Kitchen,11675,2023-08-11 01:20:53,1,66.34,38.09,0.178626,0.00000000,66.34000000,28.25000000,0.425836599337
86,249,Home & Kitchen,11675,2023-08-11 01:20:53,1,54.58,31.15,0.146961,0.00000000,54.58000000,23.43000000,0.429278123855
86,291,Home & Kitchen,11675,2023-08-11 01:20:53,3,250.47,156.81,0.674412,0.00000000,250.47000000,93.66000000,0.373936998443
87,1084,Toys,12175,2023-02-01 21:48:43,1,19.89,15.42,1.000000,2.98000000,16.91000000,1.49000000,0.088113542283
88,623,Sports,6032,2021-02-24 05:32:05,1,27.51,20.95,0.087919,1.37593960,26.13406040,5.18406040,0.198364139390
88,631,Sports,6032,2021-02-24 05:32:05,1,179.06,116.28,0.572260,8.95586130,170.10413870,53.82413870,0.316418748605
88,634,Sports,6032,2021-02-24 05:32:05,1,92.11,55.80,0.294375,4.60697188,87.50302812,31.70302812,0.362307782955
88,933,Books,6032,2021-02-24 05:32:05,1,14.22,7.85,0.045446,0.71122723,13.50877277,5.65877277,0.418896140038
89,514,Sports,12069,2021-01-27 00:42:31,1,66.53,48.24,0.710943,9.98163283,56.54836717,8.30836717,0.146924970354
89,961,Books,12069,2021-01-27 00:42:31,1,27.05,20.22,0.289057,4.05836717,22.99163283,2.77163283,0.120549629967
90,514,Sports,6111,2021-09-02 16:34:09,1,66.53,48.24,1.000000,9.98000000,56.55000000,8.31000000,0.146949602122
91,929,Books,10450,2025-03-05 19:13:17,1,15.33,11.53,0.101242,3.06559503,12.26440497,0.73440497,0.059881011088
91,1043,Toys,10450,2025-03-05 19:13:17,3,26.37,17.34,0.174151,5.27330339,21.09669661,3.75669661,0.178070371843
91,1109,Toys,10450,2025-03-05 19:13:17,1,67.75,48.34,0.447431,13.54821028,54.20178972,5.86178972,0.108147530742
91,1154,Toys,10450,2025-03-05 19:13:17,1,41.97,22.03,0.277176,8.39289130,33.57710870,11.54710870,0.343898243389
92,1164,Toys,9407,2021-04-05 03:53:20,1,47.41,30.27,1.000000,9.48000000,37.93000000,7.66000000,0.201950962299
93,231,Home & Kitchen,5925,2024-11-01 08:53:15,2,21.82,15.86,0.045144,2.18181942,19.63818058,3.77818058,0.192389542637
93,287,Home & Kitchen,5925,2024-11-01 08:53:15,4,183.48,145.16,0.379609,18.34648157,165.13351843,19.97351843,0.120953750758
93,525,Sports,5925,2024-11-01 08:53:15,1,53.60,36.40,0.110895,5.35955642,48.24044358,11.84044358,0.245446407647
93,576,Sports,5925,2024-11-01 08:53:15,1,172.43,137.20,0.356747,17.24157301,155.18842699,17.98842699,0.115913456557
93,817,Fashion,5925,2024-11-01 08:53:15,1,52.01,40.95,0.107605,5.20056958,46.80943042,5.85943042,0.125176281092
94,772,Fashion,6369,2023-01-18 13:10:44,1,24.33,14.53,1.000000,4.87000000,19.46000000,4.93000000,0.253340184995
95,1138,Toys,19484,2025-09-09 12:38:15,4,90.96,69.16,1.000000,0.00000000,90.96000000,21.80000000,0.239665787159
96,999,Books,5418,2022-06-04 03:21:30,1,49.06,30.29,1.000000,9.81000000,39.25000000,8.96000000,0.228280254777
97,988,Books,18429,2022-07-18 19:43:42,1,37.65,20.68,0.549876,0.00000000,37.65000000,16.97000000,0.450730411687
97,1061,Toys,18429,2022-07-18 19:43:42,1,30.82,17.39,0.450124,0.00000000,30.82000000,13.43000000,0.435756002596
98,839,Fashion,1729,2022-05-17 14:54:47,1,20.73,12.24,0.253237,0.00000000,20.73000000,8.49000000,0.409551374819
98,1188,Toys,1729,2022-05-17 14:54:47,1,61.13,31.01,0.746763,0.00000000,61.13000000,30.12000000,0.492720431867
99,1144,Toys,9147,2024-05-19 13:47:01,3,21.66,15.87,0.349524,0.00000000,21.66000000,5.79000000,0.267313019391
99,1162,Toys,9147,2024-05-19 13:47:01,1,40.31,20.68,0.650476,0.00000000,40.31000000,19.63000000,0.486975936492
100,932,Books,16121,2023-03-29 10:41:47,1,20.11,11.29,0.322948,1.00436968,19.10563032,7.81563032,0.409074717196
100,1041,Toys,16121,2023-03-29 10:41:47,2,42.16,32.78,0.677052,2.10563032,40.05436968,7.27436968,0.181612386816
101,933,Books,4443,2021-06-07 04:28:25,1,14.22,7.85,0.084387,0.00000000,14.22000000,6.37000000,0.447960618847
101,952,Books,4443,2021-06-07 04:28:25,3,145.74,91.71,0.864874,0.00000000,145.74000000,54.03000000,0.370728694936
101,964,Books,4443,2021-06-07 04:28:25,1,8.55,4.84,0.050739,0.00000000,8.55000000,3.71000000,0.433918128655
102,960,Books,15915,2025-06-11 16:50:25,4,179.40,113.36,1.000000,0.00000000,179.40000000,66.04000000,0.368115942029
103,861,Books,18133,2022-07-30 20:44:35,1,7.39,4.04,1.000000,1.48000000,5.91000000,1.87000000,0.316412859560
104,208,Home & Kitchen,113,2025-04-04 04:21:14,1,56.54,36.16,1.000000,5.65000000,50.89000000,14.73000000,0.289447828650
105,531,Sports,15521,2021-02-10 20:58:58,1,106.94,85.38,1.000000,0.00000000,106.94000000,21.56000000,0.201608378530
106,891,Books,1307,2024-06-29 06:52:44,1,12.97,6.69,1.000000,0.00000000,12.97000000,6.28000000,0.484194294526
107,954,Books,18971,2020-01-26 03:59:12,1,46.47,25.91,1.000000,0.00000000,46.47000000,20.56000000,0.442435980202
108,84,Electronics,7428,2022-02-08 13:16:08,1,71.35,40.83,1.000000,10.70000000,60.65000000,19.82000000,0.326793075021
109,94,Electronics,14773,2025-07-29 02:08:51,1,94.32,73.15,0.638117,0.00000000,94.32000000,21.17000000,0.224448685327
109,1140,Toys,14773,2025-07-29 02:08:51,1,53.49,35.98,0.361883,0.00000000,53.49000000,17.51000000,0.327350906712
110,74,Electronics,18905,2023-09-24 08:14:58,1,110.69,75.90,0.300038,0.00000000,110.69000000,34.79000000,0.314301201554
110,523,Sports,18905,2023-09-24 08:14:58,1,258.23,148.20,0.699962,0.00000000,258.23000000,110.03000000,0.426093017852
111,621,Sports,1480,2020-06-28 12:34:26,2,206.08,119.72,1.000000,0.00000000,206.08000000,86.36000000,0.419060559006
112,142,Electronics,3677,2024-09-20 01:49:28,2,148.32,80.72,0.945617,22.25036404,126.06963596,45.34963596,0.359718941160
112,1024,Books,3677,2024-09-20 01:49:28,1,8.53,5.46,0.054383,1.27963596,7.25036404,1.79036404,0.246934364967
113,652,Sports,6514,2022-03-14 23:16:23,1,115.06,60.12,0.550711,5.75492749,109.30507251,49.18507251,0.449979780266
113,687,Fashion,6514,2022-03-14 23:16:23,1,32.54,20.60,0.155746,1.62754511,30.91245489,10.31245489,0.333601938982
113,1146,Toys,6514,2022-03-14 23:16:23,1,61.33,48.11,0.293543,3.06752740,58.26247260,10.15247260,0.174254063498
114,582,Sports,15139,2022-12-29 01:51:58,1,138.36,70.24,1.000000,13.84000000,124.52000000,54.28000000,0.435913909412
115,333,Home & Kitchen,1901,2024-03-15 17:06:03,1,148.83,101.29,0.255990,14.88325599,133.94674401,32.65674401,0.243803940524
115,685,Fashion,1901,2024-03-15 17:06:03,4,294.20,160.84,0.506029,29.42050603,264.77949397,103.93949397,0.392551146660
115,855,Fashion,1901,2024-03-15 17:06:03,1,138.36,83.20,0.237981,13.83623798,124.52376202,41.32376202,0.331854429626
116,106,Electronics,19336,2024-08-09 19:16:14,1,184.20,136.51,0.498890,27.62850333,156.57149667,20.06149667,0.128129941252
116,844,Fashion,19336,2024-08-09 19:16:14,1,185.02,139.06,0.501110,27.75149667,157.26850333,18.20850333,0.115779720316
117,114,Electronics,2852,2021-10-03 21:38:49,1,38.13,26.22,1.000000,5.72000000,32.41000000,6.19000000,0.190990435051
118,481,Beauty,14482,2023-02-09 07:05:52,1,53.51,31.87,1.000000,0.00000000,53.51000000,21.64000000,0.404410390581
119,1084,Toys,16995,2020-02-22 23:43:33,1,19.89,15.42,0.581409,2.98262789,16.90737211,1.48737211,0.087971809003
119,1137,Toys,16995,2020-02-22 23:43:33,1,14.32,8.84,0.418591,2.14737211,12.17262789,3.33262789,0.273780478637
120,856,Books,16412,2024-11-28 06:49:40,3,121.26,63.81,0.720842,6.06227916,115.19772084,51.38772084,0.446082791094
120,1186,Toys,16412,2024-11-28 06:49:40,4,46.96,24.24,0.279158,2.34772084,44.61227916,20.37227916,0.456651835405
121,109,Electronics,17992,2025-01-09 11:20:41,1,405.24,281.65,0.837723,0.00000000,405.24000000,123.59000000,0.304979765077
